text,popularity,meaning1,meaning2
è detto,264799,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation",past participle of dire
d' argento,264774,apocopic form of di: of,silver
differenza di,264744,difference,"used to indicate possession, after the thing owned and before the owner; of; ’s"
in preda,264704,in,prey
la giornata,264519,the,day
un termine,264304,"apocopic form of uno: a, an","end, close"
si lasciò,264261,"oneself, himself, herself, itself, themselves",third-person singular past historic of lasciare
come abbiamo,264192,how,inflection of avere:
tutto a,264178,all,"The first letter of the Italian alphabet, called a and written in the Latin script."
qui per,264092,here,for
parte in,264018,part,in
la pioggia,263785,the,rain
fatto una,263753,"done, made",feminine singular of uno
delle leggi,263618,"contraction of di le; of the, from the",plural of legge
nozione di,263485,"notion, idea","used to indicate possession, after the thing owned and before the owner; of; ’s"
e altre,263475,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",feminine plural of altro
è davvero,263428,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation","really, in fact"
un determinato,263385,"apocopic form of uno: a, an",particular
da altri,263357,from (all senses),"someone else, another"
un oggetto,263292,"apocopic form of uno: a, an",object
cuore di,263209,heart,"used to indicate possession, after the thing owned and before the owner; of; ’s"
prendere il,263198,"to take, hold, pick up, get",the
che vengono,263188,what; which,third-person plural present indicative of venire
già detto,263049,"already, yet",past participle of dire
in ragione,263026,in,"reason, intellect"
un elemento,262980,"apocopic form of uno: a, an",element
al telefono,262948,"contraction of a + il, literally “to the, at the”","telephone, phone"
con tutte,262680,"with, together",feminine plural of tutto
una pausa,262657,feminine singular of uno,"pause, break, stop, interval"
più avanti,262644,comparative degree of molto; more,"previous, prior, last"
un tono,262548,"apocopic form of uno: a, an",tone (all senses)
mette in,262545,third-person singular present indicative of mettere,in
più alto,262511,comparative degree of molto; more,"high, tall"
gli ha,262394,"form of the article i (“the”) used before a vowel, impure s, gn, pn, ps, sc, x, y, and z, and also with the plural noun dei (“gods”); the",third-person singular present indicative of avere and (obsolete) havere
per mano,262355,for,hand
parole che,262252,plural of parola (“words”),what; which
mi dice,262244,clitic accusative of io. me,third-person singular present indicative of dire
solo l',262219,"alone, by oneself, unattended, unaccompanied, lonely, lone, lonesome","apocopic form of il/lo, la: the"
a mia,262080,"The first letter of the Italian alphabet, called a and written in the Latin script.",feminine singular of mio
lui che,262060,he,what; which
di colore,262053,"used to indicate possession, after the thing owned and before the owner; of; ’s",color/colour
lo fece,262051,"the form of il that is used before the so-called impure consonants, that is, s+consonant (impure s), gn, pn, ps, x, y, or z, and before i+vocal, bd, cn, ct, dm, ft, mn, pt, tm and also ts; before a vowel it becomes l'; the",third-person singular past historic of fare
di dolore,261976,"used to indicate possession, after the thing owned and before the owner; of; ’s","ache, pain"
nei limiti,261919,contraction of in i; in the,plural of limite
la condizione,261916,the,condition
rapporti di,261902,plural of rapporto,"used to indicate possession, after the thing owned and before the owner; of; ’s"
fino alle,261868,"till, until, as far as","contraction of a le; to the, at the"
e agli,261782,"The fifth letter of the Italian alphabet, called e and written in the Latin script.","contraction of a gli; to the, at the"
una bambina,261601,feminine singular of uno,female equivalent of bambino
è fatto,261590,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation","done, made"
o anche,261537,"The thirteenth letter of the Italian alphabet, called o and written in the Latin script.","also, too, as well, besides"
non importa,261514,not,inflection of importare:
pieni di,261441,masculine plural of pieno,"used to indicate possession, after the thing owned and before the owner; of; ’s"
di partenza,261381,"used to indicate possession, after the thing owned and before the owner; of; ’s","departure, leaving, starting"
lo sa,261346,"the form of il that is used before the so-called impure consonants, that is, s+consonant (impure s), gn, pn, ps, x, y, or z, and before i+vocal, bd, cn, ct, dm, ft, mn, pt, tm and also ts; before a vowel it becomes l'; the",third-person singular present indicative of sapere (“to know”)
sul viso,261285,contraction of su + il: on the,face (all senses)
ha preso,261283,third-person singular present indicative of avere and (obsolete) havere,"busy, taken up, preoccupied (of person)"
le nuove,261221,the,feminine plural of nuovo
proposta di,260989,proposal,"used to indicate possession, after the thing owned and before the owner; of; ’s"
fra loro,260956,between,"they, them"
perché in,260932,"because, why",in
del caso,260604,"contraction of di + il; some, of the, from the","chance, fate"
arrivare a,260599,"to arrive, to come, to reach","The first letter of the Italian alphabet, called a and written in the Latin script."
il gioco,260570,the,game
di amministrazione,260428,"used to indicate possession, after the thing owned and before the owner; of; ’s","administration, management"
il cervello,260347,the,cerebrum
una tale,260291,feminine singular of uno,such
di massa,260260,"used to indicate possession, after the thing owned and before the owner; of; ’s",mass (all senses)
nel testo,260242,contraction of in il; in the,"synonym of tessuto, past participle of tessere"
d' imposta,260095,apocopic form of di: of,"tax, duty, customs"
nel giro,260088,contraction of in il; in the,"turn, twist, rotation, revolution"
della politica,260066,"contraction of di la; of the, from the",politics
il principe,260046,the,prince
cosa ci,259992,"thing, matter",The name of the Latin script letter C/c.; cee
che vuoi,259879,what; which,second-person singular present indicative of volere
quanto a,259874,"how much, how many, however much, however many","The first letter of the Italian alphabet, called a and written in the Latin script."
il regime,259795,the,"regime, régime"
ogni modo,259733,"each, every","manner, way"
ad andare,259727,initialism of amministratore delegato (“CEO”),to go
il mento,259687,the,"chin, mentum"
al proprio,259630,"contraction of a + il, literally “to the, at the”","one's, one's own, her (own), its (own), their (own)"
altri due,259593,"someone else, another",two
che ero,259559,what; which,first-person singular imperfect indicative of essere; (I) was
solo i,259521,"alone, by oneself, unattended, unaccompanied, lonely, lone, lonesome","The ninth letter of the Italian alphabet, called i and written in the Latin script."
contratti di,259486,masculine plural of contratto,"used to indicate possession, after the thing owned and before the owner; of; ’s"
vigore della,259270,"vigour, stamina, strength","contraction of di la; of the, from the"
non capisco,259239,not,first-person singular present indicative of capire
in ambito,259161,in,past participle of ambire
prevede che,259153,third-person singular present indicative of prevedere,what; which
quali è,259138,plural of quale,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation"
il cibo,259135,the,food
procedimento di,259067,course (of a programme/program of work),"used to indicate possession, after the thing owned and before the owner; of; ’s"
nelle mani,258991,contraction of in le; in the,plural of mano
confronti dei,258976,plural of confronto,"contraction of di + i; of the, from the"
e molto,258894,"The fifth letter of the Italian alphabet, called e and written in the Latin script.","much, very much, a lot (with verbs)"
