text,popularity,meaning1,meaning2
中国 气象,6788,China,meteorological condition; weather
爆炸 物品,6786,explosion,articles; goods
队伍 建设,6785,ranks,to build; to construct; to establish; to develop; to institute
有 学者,6784,to have; there is,scholar
制造 费用,6780,to manufacture; to make,cost
经济 理论,6780,economy,theory
自由 贸易,6779,freedom; liberty,(commercial) trade
在 产品,6776,to exist; to be alive,goods
促 进,6772,(bound form) of short duration; hasty; rapid,to go forward
也 很,6765,surname Ye,very; quite
是 市场,6765,to be (followed by substantives only),marketplace; market; bazaar
预算 的,6763,budget,of; ~'s (possessive particle)
可以 用,6761,can,to use; to make use of; to employ
政府 部门,6760,government,department
研究 院,6760,research,courtyard
总额 的,6756,total (amount or value),of; ~'s (possessive particle)
的 区别,6756,of; ~'s (possessive particle),difference
扎实 推进,6756,strong,to impel
所有者 权益,6755,proprietor,rights
这 两个,6754,(pronoun) this; these,
的 支出,6749,of; ~'s (possessive particle),to spend; to pay out
不断 的,6749,unceasing,of; ~'s (possessive particle)
是 世界,6748,to be (followed by substantives only),world
的 单位,6746,of; ~'s (possessive particle),unit (of measure)
使 他,6743,to make,"(third-person singular) (since the early 20th century, usu. male) he; him; his"
本 单位,6742,(bound form) root; stem,unit (of measure)
理性 的,6740,reason,of; ~'s (possessive particle)
经济 研究,6740,economy,research
的 工资,6736,of; ~'s (possessive particle),wages; pay
持续 性,6731,to continue; to last; to persist,nature
通过 了,6729,to pass through; to get through,(completed action marker)
在 政治,6728,to exist; to be alive,politics
小说 的,6727,novel,of; ~'s (possessive particle)
用 来,6727,to use; to make use of; to employ,to come
扩大 内需,6727,to expand,domestic demand
税务 局,6726,taxation services,narrow
年 中国,6726,surname Nian,China
技术 产业,6726,technology; technique; skill,industry
的 关注,6726,of; ~'s (possessive particle),to pay attention to; to follow sth closely; to follow (on social media)
也 必须,6725,surname Ye,to have to
可行 的,6724,feasible,of; ~'s (possessive particle)
等 国,6723,to wait for; to await,surname Guo
七 届,6723,seven,to arrive at (place or time)
年代 末,6723,a decade of a century (e.g. the Sixties),variant of 麼|么[me5]
现代 的,6722,"Hyundai, South Korean company",of; ~'s (possessive particle)
委员会 个,6722,committee; commission,used in 自個兒|自个儿[zi4 ge3 r5]
不过 是,6721,only,to be (followed by substantives only)
好 了,6720,good,(completed action marker)
早 在,6718,early,to exist; to be alive
的 供给,6718,of; ~'s (possessive particle),to furnish
性 文件,6716,nature,document
的 多,6713,of; ~'s (possessive particle),many; much; more; a lot of
监 局,6713,to supervise,narrow
的 进步,6713,of; ~'s (possessive particle),progress; improvement
创新 能力,6712,to bring forth new ideas; to blaze new trails,capability
经济 平稳,6710,economy,smooth; steady
众多 的,6710,numerous,of; ~'s (possessive particle)
充分 利用,6709,ample,to exploit
的 一般,6704,of; ~'s (possessive particle),same
拥有 的,6703,to have; to possess; to own,of; ~'s (possessive particle)
优惠 政策,6700,privilege,policy
科技 进步,6699,science and technology,progress; improvement
科技 部,6699,science and technology,ministry
专利 权,6698,patent,surname Quan
年 至,6698,surname Nian,to arrive
移 地,6693,to move,-ly
时间 和,6692,(concept of) time,old variant of 和[he2]
两 次,6690,two,next in sequence
的 融资,6687,of; ~'s (possessive particle),financing
产 品,6686,to give birth,(bound form) article; commodity; product; goods
社会 保险,6686,society,insurance
的 批判,6678,of; ~'s (possessive particle),to criticize
责任 追究,6676,responsibility; duty; liability,to investigate
在 为,6675,to exist; to be alive,as (in the capacity of)
万 平方米,6674,used in 万俟[Mo4 qi2],square meter
的 必要,6674,of; ~'s (possessive particle),necessary
乡镇 企业,6673,townships and towns (collective term for the two principal township-level administrative divisions),company; firm; enterprise; corporation
很 强,6670,very; quite,surname Qiang
任务 的,6670,mission; assignment; task; duty; role,of; ~'s (possessive particle)
使 他们,6668,to make,they; them
使 之,6668,to make,"(possessive particle, literary equivalent of 的[de5])"
生 活,6668,to grow; to give birth; to produce; to be born,to live
年末 金融,6666,end of the year,banking
功能 的,6665,function; capability,of; ~'s (possessive particle)
生产 者,6664,to produce; to manufacture,(after a verb or adjective) one who (is) ...
组 委,6662,to form,surname Wei
社会 科学院,6661,society,academy of sciences
水 行政,6658,surname Shui,administration
目前 我国,6656,at the present time,my country; our country
生活 保障,6656,to live,to ensure
医疗 保障,6655,medical treatment,to ensure
语言 的,6653,language,of; ~'s (possessive particle)
司法 鉴定,6652,judicial,"to examine sth to determine its authenticity, quality, value etc; to appraise; to evaluate; to authenticate"
迅速 发展,6651,rapid,development
的 行业,6651,of; ~'s (possessive particle),trade; profession; industry; business
很 可能,6651,very; quite,might (happen)
是 不可,6650,to be (followed by substantives only),cannot; should not; must not
理解 为,6647,to comprehend; to understand,as (in the capacity of)
总 书记,6646,(bound form) general; overall,secretary (chief official of a branch of a socialist or communist party)
同时 也是,6646,at the same time; simultaneously,
起 的,6643,to rise,of; ~'s (possessive particle)
第二 次,6638,second,next in sequence
其中 包括,6633,among,to comprise
重庆 市,6632,Chongqing municipality (short name 渝[Yu2]),market
编辑 部,6632,to edit,ministry
发现 了,6632,to notice; to become aware of,(completed action marker)
风险 投资,6630,risk; hazard,investment
的 计算,6629,of; ~'s (possessive particle),to calculate; to compute
人民 公社,6628,the people,commune
电子 商务,6628,electronic,commercial affairs
这 部分,6626,(pronoun) this; these,part; portion; piece
的 内涵,6626,of; ~'s (possessive particle),meaningful content
的 灵魂,6624,of; ~'s (possessive particle),soul
会 和,6623,can; to have the skill; to know how to,old variant of 和[he2]
的 例子,6621,of; ~'s (possessive particle),case
普通 中学,6620,common,middle school
了 在,6620,(completed action marker),to exist; to be alive
一条 为了,6620,,for; for the purpose of; in order to
给 你,6619,to,"you (informal, as opposed to courteous 您[nin2])"
发挥 着,6619,to display,variant of 著|着[zhao1]
任何 一个,6619,any; whatever; whichever,a; an; one
为 重点,6614,as (in the capacity of),to recount (e.g. results of election)
增值 税,6610,to appreciate (financially),taxes
因为 它,6610,because; owing to; on account of,it
行政 机关,6609,administration,mechanism; gear
单纯 的,6607,simple,of; ~'s (possessive particle)
的 客户,6606,of; ~'s (possessive particle),client; customer
的 背景,6603,of; ~'s (possessive particle),background; backdrop; context
六 条,6602,six,strip
经济 危机,6601,economy,crisis
为 的,6600,as (in the capacity of),of; ~'s (possessive particle)
新 一,6597,abbr. for Xinjiang 新疆[Xin1 jiang1],one
还 要,6596,surname Huan,(bound form) to demand; to coerce
仍然 是,6596,still; as before; yet,to be (followed by substantives only)
和 非,6595,old variant of 和[he2],"abbr. for 非洲[Fei1 zhou1], Africa"
一 歩,6594,one,old variant of 步[bu4]
在 全球,6594,to exist; to be alive,the whole world
的 距离,6593,of; ~'s (possessive particle),distance
相对 较,6593,relatively,(bound form) to compare
战争 的,6591,war; conflict,of; ~'s (possessive particle)
年末 单位,6591,end of the year,unit (of measure)
的 状况,6588,of; ~'s (possessive particle),condition; state; situation
规定 了,6588,to stipulate; to specify; to prescribe; to fix (a price); to set (a quota),(completed action marker)
的 热情,6581,of; ~'s (possessive particle),cordial
现 阶段,6581,to appear,stage
高 层次,6579,surname Gao,layer
直辖市 人民,6575,"municipality, namely: Beijing 北京, Tianjin 天津, Shanghai 上海 and Chongqing 重慶|重庆, the first level administrative subdivision",the people
煤矿 安全,6574,coal mine,safe; secure
层面 的,6573,aspect; facet,of; ~'s (possessive particle)
中国 是,6572,China,to be (followed by substantives only)
一 时期,6571,one,period
的 长期,6569,of; ~'s (possessive particle),long-term; for a protracted period
关于 进一步,6567,pertaining to,to go a step further
特有 的,6567,specific (to),of; ~'s (possessive particle)
要 的,6564,(bound form) to demand; to coerce,of; ~'s (possessive particle)
和 执行,6564,old variant of 和[he2],to implement
三峡 库,6561,"Three Gorges on the Chang Jiang or Yangtze, namely: Qutang Gorge 瞿塘峽|瞿塘峡[Qu2 tang2 Xia2], Wuxia Gorge 巫峽|巫峡[Wu1 Xia2] and Xiling Gorge 西陵峽|西陵峡[Xi1 ling2 Xia2]",warehouse
解决 了,6561,to solve; to resolve; to settle (a problem),(completed action marker)
不断 增强,6561,unceasing,to increase
一 问题,6560,one,question
这 时,6558,(pronoun) this; these,old variant of 時|时[shi2]
各 单位,6557,each,unit (of measure)
管理 学,6545,to supervise,to learn
大 发展,6544,big; large; great,development
企业 集团,6544,company; firm; enterprise; corporation,group
的 讨论,6544,of; ~'s (possessive particle),to discuss; to talk over
文化 和,6541,culture,old variant of 和[he2]
多年 来,6539,many years,to come
年 开始,6539,surname Nian,to begin; to start
承包 经营,6537,to contract,to engage in (business etc); to run; to operate
年轻 的,6536,young,of; ~'s (possessive particle)
对 他们,6534,right; correct,they; them
在 公司,6533,to exist; to be alive,company; firm; corporation
权利 的,6532,right (i.e. an entitlement to sth),of; ~'s (possessive particle)
客观 上,6532,objective,used in 上聲|上声[shang3 sheng1]
在 自己,6527,to exist; to be alive,oneself; (attributive) one's own
的 成就,6526,of; ~'s (possessive particle),accomplishment
消费 量,6526,"to consume (goods and services, resources etc)",to measure
预算 支出,6522,budget,to spend; to pay out
创造 出,6521,to create,to go out; to come out
不 平等,6521,no; not so,equal
顾客 的,6521,customer; client,of; ~'s (possessive particle)
四条 行政,6520,four of a kind,administration
探讨 了,6518,to investigate,(completed action marker)
事故 技术,6518,accident,technology; technique; skill
资 源,6513,resources,root
思想 和,6512,thought,old variant of 和[he2]
了 一种,6511,(completed action marker),one kind of; one type of
年 下,6510,surname Nian,down
秘书 长,6510,secretary,long
需 要,6509,to require,(bound form) to demand; to coerce
进行 研究,6508,(of a process etc) to proceed; to be in progress; to be underway,research
体 制,6507,used in 體己|体己[ti1 ji5],system
业 金融,6505,surname Ye,banking
单位 犯罪,6502,unit (of measure),to commit a crime
出版 的,6501,to publish,of; ~'s (possessive particle)
形象 的,6498,image,of; ~'s (possessive particle)
毫 无,6497,hair,used in 南無|南无[na1 mo2]
第 五,6495,"(prefix indicating ordinal number, as in 第六[di4 liu4] ""sixth"")",five
设备 的,6494,equipment; facilities; installations,of; ~'s (possessive particle)
他 就,6493,"(third-person singular) (since the early 20th century, usu. male) he; him; his",(after a suppositional clause) in that case; then
征地 农民,6492,to requisition land,peasant; farmer
年代 中期,6486,a decade of a century (e.g. the Sixties),middle (of a period of time)
产权 战略,6485,property right,strategy
政府 对,6484,government,right; correct
国有 经济,6483,nationalized,economy
的 处理,6482,of; ~'s (possessive particle),to handle; to deal with
使 我们,6479,to make,we; us; ourselves; our
的 程序,6478,of; ~'s (possessive particle),procedures
不 再,6475,no; not so,again; once more; re-
标志 着,6475,sign; mark; symbol; logo,variant of 著|着[zhao1]
二 元,6474,two,surname Yuan
的 转变,6471,of; ~'s (possessive particle),to change
访 华,6470,(bound form) to seek by inquiry,abbr. for China
质量 和,6469,(physics) mass,old variant of 和[he2]
