text,popularity,meaning1,meaning2
dass alle,881325,that,inflection of all (“all”)
der EU,881284,"nominative masculine singular definite article, the",EU; initialism of Europäische Union (“European Union”)
beiden Seiten,880659,inflection of beide:,"plural of Seite ""pages/sides"""
was hast,879979,what,second-person singular present of haben
werden durch,879611,"will, to be going to, forms the future tense",by means of; by; through
geworden war,879400,past participle of werden,first-person singular preterite of sein: was
es scheint,879368,"Refers to a neuter noun (person, animal, thing or abstract)",inflection of scheinen:
sich alle,878585,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)",inflection of all (“all”)
noch den,878581,"still, yet (up to and including a given time)",inflection of der (“the”):
über mich,878550,"[with accusative or dative] above, over (spatially)",accusative of ich: me
als solche,878067,"at (approximately) the same moment, when, while, as",inflection of solch:
es wirklich,877878,"Refers to a neuter noun (person, animal, thing or abstract)",real
siehe auch,877841,singular imperative of sehen,"also, too, as well (in addition to whatever or whoever has previously been listed)"
nicht eine,877703,"not, non- (negates the meaning of a verb, adjective, or adverb)",nominative/accusative feminine singular of ein
durchgeführt werden,877624,past participle of durchführen,"will, to be going to, forms the future tense"
stellt die,877243,inflection of stellen:,nominative/accusative singular feminine of der
um ihr,877235,about,"you, ye (plural, familiar)"
auf andere,877052,"[with dative] on, upon (positioned at the top of)",inflection of anderer
weil das,877037,"because, given that",nominative/accusative neuter singular of der: the
ein solcher,876482,one,inflection of solch:
rund um,875916,"round, rounded, similar as in English, especially:",about
der Seele,875904,"nominative masculine singular definite article, the",soul
sagen Sie,875900,to say (to pronounce; communicate verbally),she; her
also in,875663,"so, therefore","[with dative] in, inside, within, at (inside a building)"
es wohl,875527,"Refers to a neuter noun (person, animal, thing or abstract)","possibly, probably; as I was told (modal particle expressing an assumption, often like English must + infinitive, or (US) guess + clause)"
hielt sich,875405,first/third-person singular preterite of halten,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)"
sie sehen,875362,she; her,to see; to have sight
im zweiten,874579,"initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi.",inflection of zweite:
es werden,874169,"Refers to a neuter noun (person, animal, thing or abstract)","will, to be going to, forms the future tense"
sich ihm,873659,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)","dative of er; him, to him (indirect object); for him (in some cases)."
gut zu,873501,"good (acting in the interest of what is beneficial, ethical, or moral)","to, towards (indicates directionality)"
die Uhr,873007,nominative/accusative singular feminine of der,"hours, o'clock (indicates the time within a twelve- or twenty-four-hour period)"
und hier,872939,and,"here; in this place; refers to an environment one is currently in, or to something within reach"
die Wohnung,872864,nominative/accusative singular feminine of der,domicile; dwelling; lodging; abode; accommodation (any place someone lives in for a span of time longer than a holiday)
ihr Herz,872414,"you, ye (plural, familiar)",heart
und ob,872034,and,"Introduces an indirect question, a doubt. if, whether."
weiter zu,871757,comparative degree of weit,"to, towards (indicates directionality)"
er ihm,871723,he,"dative of er; him, to him (indirect object); for him (in some cases)."
mir so,871640,"dative of ich: me, to me","so, such, that"
diese Art,871531,"nominative feminine singular of dieser; ""this""","kind, sort, type"
erst im,871372,"first, at first","initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi."
das geht,871189,nominative/accusative neuter singular of der: the,inflection of gehen:
in drei,871133,"[with dative] in, inside, within, at (inside a building)",three (numerical value represented by the Arabic numeral 3; or describing a set with three elements)
es schien,870934,"Refers to a neuter noun (person, animal, thing or abstract)",first/third-person singular preterite of scheinen
mit Sicherheit,870303,"with (in the company of, alongside)",certainty
mit Blick,870046,"with (in the company of, alongside)","glance, look"
gut und,869965,"good (acting in the interest of what is beneficial, ethical, or moral)",and
musste sich,868135,first/third-person singular preterite of müssen,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)"
ist gut,868043,third-person singular present of sein,"good (acting in the interest of what is beneficial, ethical, or moral)"
sah mich,867954,first/third-person singular preterite of sehen,accusative of ich: me
sogar die,867164,"even, actually, in fact",nominative/accusative singular feminine of der
Zugang zu,866771,access,"to, towards (indicates directionality)"
noch von,866005,"still, yet (up to and including a given time)",from
sondern in,865899,"rather, but (instead).","[with dative] in, inside, within, at (inside a building)"
nach vorne,865812,"after, past (later in time)",at the front
so wenig,865597,"so, such, that","little, few (a small amount, a small number)"
wäre das,865226,first/third-person singular subjunctive II of sein,nominative/accusative neuter singular of der: the
meiner Mutter,865212,mine (substantival possessive),mother
er zog,865070,he,first/third-person singular preterite of ziehen
Mitte der,865037,middle,"nominative masculine singular definite article, the"
und sprach,864529,and,first/third-person singular preterite of sprechen
ihre Hände,864258,inflection of ihr:,nominative plural of Hand
dass dies,864203,that,alternative form of dieses
dass sein,863970,that,forms the present perfect and past perfect tenses of certain verbs
Arbeit und,863933,"toil, regularly performed work, regularly pursued economic activity, labor, job, employment, occupation",and
das gleiche,862985,nominative/accusative neuter singular of der: the,inflection of gleich:
er stand,862949,he,first/third-person singular preterite of stehen
mein Gott,862160,my,god
zu bestimmen,862011,"to, towards (indicates directionality)",to determine
in dessen,861990,"[with dative] in, inside, within, at (inside a building)",genitive masculine/neuter singular of der
er kam,861784,he,first/third-person singular preterite of kommen
etwas in,861759,something,"[with dative] in, inside, within, at (inside a building)"
mit meinen,861635,"with (in the company of, alongside)","to opine, to think; to believe; to suppose"
den Himmel,861496,inflection of der (“the”):,inflection of himmeln:
ohne daß,861375,without,Formerly standard spelling of dass which was deprecated in the spelling reform (Rechtschreibreform) of 1996.
